metric,field,period,population,category,numerator,denominator,is_partial,provenance
ai_ack_purpose,math,2023-03,all,lit_review,0,3328,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-03,all,research_assistance,0,3328,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-03,all,substantial_research,0,3328,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-03,all,writing,1,3328,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-03,panel,code_computation,0,2024,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-03,panel,formalized,0,2024,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-03,panel,lit_review,0,2024,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-03,panel,research_assistance,0,2024,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-03,panel,substantial_research,0,2024,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-03,panel,writing,1,2024,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-04,all,code_computation,0,2751,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-04,all,formalized,0,2751,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-04,all,lit_review,0,2751,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-04,all,research_assistance,0,2751,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-04,all,substantial_research,0,2751,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-04,all,writing,0,2751,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-04,panel,code_computation,0,1654,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-04,panel,formalized,0,1654,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-04,panel,lit_review,0,1654,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-04,panel,research_assistance,0,1654,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-04,panel,substantial_research,0,1654,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-04,panel,writing,0,1654,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-05,all,code_computation,0,3133,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-05,all,formalized,0,3133,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-05,all,lit_review,0,3133,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-05,all,research_assistance,0,3133,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-05,all,substantial_research,0,3133,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-05,all,writing,3,3133,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-05,panel,code_computation,0,1870,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-05,panel,formalized,0,1870,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-05,panel,lit_review,0,1870,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-05,panel,research_assistance,0,1870,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-05,panel,substantial_research,0,1870,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-05,panel,writing,3,1870,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-06,all,code_computation,0,2961,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-06,all,formalized,0,2961,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-06,all,lit_review,0,2961,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-06,all,research_assistance,0,2961,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-06,all,substantial_research,0,2961,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-06,all,writing,5,2961,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-06,panel,code_computation,0,1755,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-06,panel,formalized,0,1755,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-06,panel,lit_review,0,1755,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-06,panel,research_assistance,0,1755,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-06,panel,substantial_research,0,1755,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-06,panel,writing,3,1755,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-07,all,code_computation,1,2959,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-07,all,formalized,0,2959,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-07,all,lit_review,0,2959,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-07,all,research_assistance,0,2959,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-07,all,substantial_research,0,2959,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-07,all,writing,3,2959,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-07,panel,code_computation,1,1778,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-07,panel,formalized,0,1778,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-07,panel,lit_review,0,1778,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-07,panel,research_assistance,0,1778,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-07,panel,substantial_research,0,1778,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-07,panel,writing,2,1778,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-08,all,code_computation,0,2956,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-08,all,formalized,0,2956,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-08,all,lit_review,0,2956,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-08,all,research_assistance,0,2956,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-08,all,substantial_research,1,2956,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-08,all,writing,1,2956,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-08,panel,code_computation,0,1750,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-08,panel,formalized,0,1750,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-08,panel,lit_review,0,1750,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-08,panel,research_assistance,0,1750,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-08,panel,substantial_research,1,1750,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-08,panel,writing,1,1750,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-09,all,code_computation,0,3008,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-09,all,formalized,0,3008,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-09,all,lit_review,1,3008,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-09,all,research_assistance,0,3008,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-09,all,substantial_research,0,3008,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-09,all,writing,0,3008,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-09,panel,code_computation,0,1741,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-09,panel,formalized,0,1741,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-09,panel,lit_review,1,1741,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-09,panel,research_assistance,0,1741,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-09,panel,substantial_research,0,1741,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-09,panel,writing,0,1741,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-10,all,code_computation,2,3327,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-10,all,formalized,0,3327,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-10,all,lit_review,1,3327,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-10,all,research_assistance,0,3327,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-10,all,substantial_research,0,3327,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-10,all,writing,4,3327,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-10,panel,code_computation,1,1940,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-10,panel,formalized,0,1940,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-10,panel,lit_review,0,1940,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-10,panel,research_assistance,0,1940,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-10,panel,substantial_research,0,1940,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-10,panel,writing,0,1940,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-11,all,code_computation,0,3089,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-11,all,formalized,0,3089,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-11,all,lit_review,0,3089,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-11,all,research_assistance,0,3089,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-11,all,substantial_research,0,3089,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-11,all,writing,4,3089,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-11,panel,code_computation,0,1816,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-11,panel,formalized,0,1816,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-11,panel,lit_review,0,1816,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-11,panel,research_assistance,0,1816,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-11,panel,substantial_research,0,1816,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-11,panel,writing,4,1816,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-12,all,code_computation,0,3130,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-12,all,formalized,0,3130,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-12,all,lit_review,0,3130,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-12,all,research_assistance,0,3130,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-12,all,substantial_research,0,3130,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-12,all,writing,4,3130,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-12,panel,code_computation,0,1786,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-12,panel,formalized,0,1786,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-12,panel,lit_review,0,1786,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-12,panel,research_assistance,0,1786,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-12,panel,substantial_research,0,1786,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2023-12,panel,writing,1,1786,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-01,all,code_computation,0,3134,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-01,all,formalized,0,3134,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-01,all,lit_review,0,3134,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-01,all,research_assistance,0,3134,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-01,all,substantial_research,1,3134,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-01,all,writing,7,3134,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-01,panel,code_computation,0,1815,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-01,panel,formalized,0,1815,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-01,panel,lit_review,0,1815,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-01,panel,research_assistance,0,1815,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-01,panel,substantial_research,0,1815,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-01,panel,writing,3,1815,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-02,all,code_computation,0,3220,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-02,all,formalized,0,3220,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-02,all,lit_review,0,3220,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-02,all,research_assistance,0,3220,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-02,all,substantial_research,0,3220,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-02,all,writing,4,3220,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-02,panel,code_computation,0,1889,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-02,panel,formalized,0,1889,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-02,panel,lit_review,0,1889,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-02,panel,research_assistance,0,1889,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-02,panel,substantial_research,0,1889,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-02,panel,writing,2,1889,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-03,all,code_computation,3,3376,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-03,all,formalized,0,3376,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-03,all,lit_review,0,3376,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-03,all,research_assistance,1,3376,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-03,all,substantial_research,0,3376,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-03,all,writing,5,3376,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-03,panel,code_computation,1,1934,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-03,panel,formalized,0,1934,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-03,panel,lit_review,0,1934,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-03,panel,research_assistance,0,1934,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-03,panel,substantial_research,0,1934,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-03,panel,writing,3,1934,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-04,all,code_computation,2,3187,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-04,all,formalized,0,3187,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-04,all,lit_review,0,3187,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-04,all,research_assistance,1,3187,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-04,all,substantial_research,1,3187,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-04,all,writing,6,3187,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-04,panel,code_computation,2,1829,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-04,panel,formalized,0,1829,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-04,panel,lit_review,0,1829,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-04,panel,research_assistance,0,1829,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-04,panel,substantial_research,0,1829,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-04,panel,writing,3,1829,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-05,all,code_computation,0,3369,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-05,all,formalized,0,3369,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-05,all,lit_review,0,3369,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-05,all,research_assistance,0,3369,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-05,all,substantial_research,0,3369,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-05,all,writing,5,3369,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-05,panel,code_computation,0,1893,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-05,panel,formalized,0,1893,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-05,panel,lit_review,0,1893,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-05,panel,research_assistance,0,1893,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-05,panel,substantial_research,0,1893,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-05,panel,writing,3,1893,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-06,all,code_computation,1,3042,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-06,all,formalized,0,3042,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-06,all,lit_review,0,3042,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-06,all,research_assistance,1,3042,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-06,all,substantial_research,1,3042,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-06,all,writing,3,3042,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-06,panel,code_computation,0,1755,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-06,panel,formalized,0,1755,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-06,panel,lit_review,0,1755,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-06,panel,research_assistance,0,1755,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-06,panel,substantial_research,0,1755,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-06,panel,writing,1,1755,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-07,all,code_computation,2,3314,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-07,all,formalized,0,3314,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-07,all,lit_review,0,3314,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-07,all,research_assistance,0,3314,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-07,all,substantial_research,0,3314,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-07,all,writing,5,3314,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-07,panel,code_computation,0,1847,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-07,panel,formalized,0,1847,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-07,panel,lit_review,0,1847,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-07,panel,research_assistance,0,1847,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-07,panel,substantial_research,0,1847,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-07,panel,writing,1,1847,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-08,all,code_computation,3,2804,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-08,all,formalized,0,2804,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-08,all,lit_review,0,2804,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-08,all,research_assistance,0,2804,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-08,all,substantial_research,0,2804,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-08,all,writing,6,2804,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-08,panel,code_computation,2,1632,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-08,panel,formalized,0,1632,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-08,panel,lit_review,0,1632,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-08,panel,research_assistance,0,1632,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-08,panel,substantial_research,0,1632,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-08,panel,writing,2,1632,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-09,all,code_computation,2,3252,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-09,all,formalized,0,3252,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-09,all,lit_review,0,3252,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-09,all,research_assistance,1,3252,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-09,all,substantial_research,0,3252,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-09,all,writing,11,3252,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-09,panel,code_computation,0,1855,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-09,panel,formalized,0,1855,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-09,panel,lit_review,0,1855,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-09,panel,research_assistance,0,1855,False,fulltext:ai_tools.v3:tax5:sol+fable
ai_ack_purpose,math,2024-09,panel,substantial_research,0,1855,False,fulltext:ai_tools.v3:tax5:sol+fable
